cores/total,cores/performance,cores/threads,clocks/performance/base,clocks/performance/boost,cache/l2,cache/l3,specifications/integratedGraphics/model,specifications/memory/maxSupport,specifications/tdp,specifications/eccSupport,specifications/includesCooler,specifications/packaging,specifications/lithography,specifications/simultaneousMultithreading,metadata/name,metadata/manufacturer,metadata/series,series,microarchitecture,coreFamily,socket,specifications/memory/types/0,metadata/part_numbers/1,clocks/efficiency/base,clocks/efficiency/boost,specifications/memory/types/1,cores/efficiency,cache/l1,specifications/integratedGraphics/baseClock,specifications/integratedGraphics/boostClock,specifications/integratedGraphics/shaderCount,specifications/memory/channels,metadata/releaseYear,general_product_information/bestbuy_sku,metadata/part_numbers/2,metadata/variant,metadata/last_manually_spec_verified_at,metadata/vendor,metadata/part_numbers/3,metadata/part_numbers/4
4,4,4,2,3,1,8,Intel HD Graphics P530,64,25,TRUE,FALSE,OEM/Tray,14 nm,FALSE,Intel Xeon E3 1235L V5 2 GHz 4-Core LGA1151,Intel,Intel Xeon E3,Intel Xeon E3,Skylake,Skylake-H,LGA 1151,,,,,,,,,,,,,,,,,,,
4,4,4,3.7,4,4,0,None,0,95,FALSE,TRUE,Boxed,28 nm,FALSE,AMD Athlon X4 860K 3.7 GHz 4-Core FM2+,AMD,AMD Athlon X4,AMD Athlon X4,Steamroller,Kaveri,FM2+,,,,,,,,,,,,,,,,,,,
6,6,12,3.3,3.9,5,15,None,0,130,TRUE,FALSE,Boxed,32 nm,TRUE,Intel Xeon E5-1660 3.3 GHz 6-Core LGA2011,Intel,Intel Xeon E5,Intel Xeon E5,Sandy Bridge,Sandy Bridge-EP,LGA 2011,,,,,,,,,,,,,,,,,,,
8,8,16,3.4,5,2,16,Intel HD Graphics P630,128,80,TRUE,FALSE,OEM/Tray,14 nm,TRUE,Intel Xeon E 2278G 3.4 GHz 8-Core LGA1151,Intel,Intel Xeon E,Intel Xeon E,Coffee Lake Refresh,Coffee Lake Refresh,LGA 1151,,,,,,,,,,,,,,,,,,,
6,6,12,3.6,4.2,3,32,None,128,65,FALSE,FALSE,OEM/Tray,7 nm,TRUE,AMD Ryzen 5 3600 3.6 GHz 6-Core AM4 OEM/Tray,AMD,AMD Ryzen 5,AMD Ryzen 5,Zen 2,Matisse,AM4,DDR4,,,,,,,,,,,,,,,,,,
4,4,4,4,4.6,1,8,Intel HD Graphics 630,64,91,TRUE,FALSE,OEM/Tray,14 nm,FALSE,Intel Core i3 9350K 4 GHz 4-Core LGA1151 OEM/Tray,Intel,Intel Core i3,Intel Core i3,Coffee Lake Refresh,Coffee Lake Refresh,LGA 1151,,,,,,,,,,,,,,,,,,,
8,8,16,2.9,3.8,2,20,None,0,135,TRUE,FALSE,Boxed,32 nm,TRUE,Intel Xeon E5 2690 2.9 GHz 8-Core LGA2011,Intel,Intel Xeon E5,Intel Xeon E5,Sandy Bridge,Sandy Bridge-EP,LGA 2011,,,,,,,,,,,,,,,,,,,
8,8,16,3.2,3.8,2,20,None,0,140,TRUE,FALSE,OEM/Tray,22 nm,TRUE,Intel Xeon E5 1680 V3 OEM/Tray 3.2 GHz 8-Core LGA2011-3,Intel,Intel Xeon E5,Intel Xeon E5,Haswell,Haswell-EP,LGA 2011-3,,,,,,,,,,,,,,,,,,,
8,8,16,3.6,5,4,16,Intel UHD Graphics 750,128,125,FALSE,FALSE,Boxed,14 nm,TRUE,Intel Core i7 11700K 3.6 GHz 8-Core LGA1200,Intel,Intel Core i7,Intel Core i7,Rocket Lake,Rocket Lake-S,LGA 1200,,,,,,,,,,,,,6452221,,,,,,
6,6,12,2.9,4.3,5,12,Intel UHD Graphics 630,128,65,FALSE,TRUE,Boxed,14 nm,TRUE,Intel Core i5 10400 2.9 GHz 6-Core LGA1200,Intel,Intel Core i5,Intel Core i5,Comet Lake,Comet Lake,LGA 1200,,,,,,,,,,,,,6411498,,,,,,
6,6,12,3.5,4.5,5,12,Intel HD Graphics P630,64,80,TRUE,FALSE,Boxed,14 nm,TRUE,Intel Xeon E 2146G 3.5 GHz 6-Core LGA1151,Intel,Intel Xeon E,Intel Xeon E,Coffee Lake,Coffee Lake,LGA 1151,,,,,,,,,,,,,,,,,,,
8,8,16,3.8,4.7,4,32,None,128,105,FALSE,FALSE,Boxed,7 nm,TRUE,AMD Ryzen 7 5800X 3.8 GHz 8-Core AM4,AMD,AMD Ryzen 7,AMD Ryzen 7,Zen 3,Vermeer,AM4,DDR4,AMD Ryzen 7 5800X,,,,,,,,,,,6439000,,,,,,
14,14,28,2.3,3.3,5,35,None,0,120,TRUE,FALSE,Boxed,22 nm,TRUE,Intel Xeon E5 2695 V3 2.3 GHz 14-Core LGA2011-3,Intel,Intel Xeon E5,Intel Xeon E5,Haswell,Haswell-EP,LGA 2011-3,,,,,,,,,,,,,,,,,,,
4,4,4,3.1,3.6,1,4,Intel Iris Pro Graphics 6200,0,65,FALSE,FALSE,OEM/Tray,14 nm,FALSE,Intel Core i5 5675C 3.1 GHz 4-Core LGA1150 OEM/Tray,Intel,Intel Core i5,Intel Core i5,Broadwell,Broadwell,LGA 1150,,,,,,,,,,,,,,,,,,,
6,6,12,3.7,4.7,5,12,Intel UHD Graphics 630,128,95,FALSE,FALSE,OEM/Tray,14 nm,TRUE,Intel Core i7 8700K 3.7 GHz 6-Core LGA1151 OEM/Tray,Intel,Intel Core i7,Intel Core i7,Coffee Lake,Coffee Lake,LGA 1151,,,,,,,,,,,,,,,,,,,
4,4,4,3.6,4,2,4,AMD Radeon Vega 8,64,65,FALSE,TRUE,Boxed,12 nm,FALSE,AMD Ryzen 3 3200G 3.6 GHz 4-Core AM4,AMD,AMD Ryzen 3,AMD Ryzen 3,Zen+,Picasso,AM4,DDR4,Ryzen 3 3200G,,,,,,,,,,,6356279,YD3200C5FHBOX,,,,,
8,8,16,3.8,4.6,4,16,AMD Radeon Vega 8,128,65,FALSE,TRUE,Boxed,7 nm,TRUE,AMD Ryzen 7 5700G 3.8 GHz 8-Core AM4,AMD,AMD Ryzen 7,AMD Ryzen 7,Zen 3,Cezanne,AM4,DDR4,AMD Ryzen 7 5700G,,,,,,,,,,,6474406,,,2025-05-05T01:21:53.921Z,,,
12,12,24,4.4,5.5,12,128,AMD Radeon,192,120,TRUE,FALSE,Boxed,4 nm,TRUE,AMD Ryzen 9 9900X3D 4.4 GHz 12-Core AM5,AMD,AMD Ryzen 9,AMD Ryzen 9,Zen 5,Granite Ridge,AM5,DDR5,100-100001368WOF,,,,,,,,,,,6621940,,,,,,
8,8,16,2.2,3,2,20,None,0,95,TRUE,FALSE,OEM/Tray,32 nm,TRUE,Intel Xeon E5 2660 2.2 GHz 8-Core LGA2011 OEM/Tray,Intel,Intel Xeon E5,Intel Xeon E5,Sandy Bridge,Sandy Bridge-EP,LGA 2011,,BX80621E52660,,,,,,,,,,,,,,,,,
8,8,16,3.6,4.5,8,11,None,128,140,FALSE,FALSE,Boxed,14 nm,TRUE,Intel Core i7 7820X 3.6 GHz 8-Core LGA2066,Intel,Intel Core i7,Intel Core i7,Skylake,Skylake-X,LGA 2066,,,,,,,,,,,,,,,,,,,
4,4,8,4,4.4,1,8,Intel HD Graphics 4600,0,88,FALSE,TRUE,OEM/Tray,22 nm,TRUE,Intel Core i7 4790K 4 GHz 4-Core LGA1150 OEM/Tray,Intel,Intel Core i7,Intel Core i7,Haswell Refresh,Haswell Refresh,LGA 1150,,3886787,,,,,,,,,,,,,,,,,
2,0,4,3.7,0,0,4,Intel UHD Graphics 610,64,58,TRUE,FALSE,OEM/Tray,14 nm,TRUE,Intel Pentium Gold G5400 Processor,,,Intelﾂｮ Pentiumﾂｮ Gold,Coffee Lake,,LGA 1151,DDR4,,0,0,,0,,350,1050,0,2,2018,,,,,,,
8,8,16,2.6,3.4,2,20,None,0,90,TRUE,FALSE,OEM/Tray,22 nm,TRUE,Intel Xeon E5 2640 V3 2.6 GHz 8-Core LGA2011-3 OEM/Tray,Intel,Intel Xeon E5,Intel Xeon E5,Haswell,Haswell-EP,LGA 2011-3,,,,,,,,,,,,,,,,,,,
8,8,8,3.4,4.3,8,8,None,0,95,FALSE,TRUE,Boxed,32 nm,FALSE,AMD FX 8310 FX-8310 3.4 GHz 8-Core AM3+,AMD,AMD FX,AMD FX,Piledriver,Vishera,AM3+,,,,,,,,,,,,,,,,,,,
6,6,12,3.5,4,6,25,None,128,140,FALSE,FALSE,Boxed,14 nm,TRUE,Intel Core i7 7800X 3.5 GHz 6-Core LGA2066,Intel,Intel Core i7,Intel Core i7,Skylake,Skylake-X,LGA 2066,,,,,,,,,,,,,,,,,,,
2,2,2,3.5,3.9,1,0,None,0,65,FALSE,FALSE,OEM/Tray,28 nm,FALSE,AMD Athlon X2 450 3.5 GHz 2-Core FM2+ OEM/Tray,AMD,AMD Athlon X2,AMD Athlon X2,Steamroller,Kaveri,FM2+,,,,,,,,,,,,,,,,,,,
4,4,8,3,3.8,1,6,Intel UHD Graphics 630,128,35,FALSE,FALSE,OEM/Tray,14 nm,TRUE,Intel Core i3 10100T 3 GHz 4-Core LGA1200 OEM/Tray,Intel,Intel Core i3,Intel Core i3,Comet Lake,Comet Lake,LGA 1200,,SRH3Q,,,,,,,,,,,,,,,,,
6,6,12,3.7,4.7,5,12,Intel HD Graphics P630,64,80,TRUE,FALSE,Boxed,14 nm,TRUE,Intel Xeon E 2176G 3.7 GHz 6-Core LGA1151,Intel,Intel Xeon E,Intel Xeon E,Coffee Lake,Coffee Lake,LGA 1151,,,,,,,,,,,,,,,,,,,
4,4,8,2.8,3.6,1,8,Intel HD Graphics 530,64,35,FALSE,TRUE,Boxed,14 nm,TRUE,Intel Core i7 6700T 2.8 GHz 4-Core LGA1151,Intel,Intel Core i7,Intel Core i7,Skylake,Skylake-S,LGA 1151,,,,,,,,,,,,,,,,,,,
12,12,24,3.5,4.3,6,32,None,1024,180,TRUE,FALSE,OEM/Tray,12 nm,TRUE,AMD Threadripper 2920X 3.5 GHz 12-Core sTR4 OEM/Tray,AMD,AMD Threadripper,AMD Threadripper,Zen+,Colfax,TR4,,,,,,,,,,,,,,,,,,,
4,4,8,2.5,4.2,5,12,Intel UHD Graphics 730,192,35,FALSE,FALSE,OEM/Tray,10 nm,TRUE,Intel Core i3 13100T 2.5 GHz 4-Core LGA1700 OEM/Tray,Intel,Intel Core i3,Intel Core i3,Raptor Lake,Raptor Lake,LGA 1700,DDR5,,,,DDR4,,,,,,,,,,,,,,
18,18,36,2.6,4.4,18,24,None,128,165,FALSE,FALSE,Boxed,14 nm,TRUE,Intel Core i9 7980XE 2.6 GHz 18-Core LGA2066,Intel,Intel Core i9,Intel Core i9,Skylake,Skylake-X,LGA 2066,,,,,,,,,,,,,,,,,,,
8,8,16,3.6,4.5,8,11,None,128,140,FALSE,FALSE,OEM/Tray,14 nm,TRUE,Intel Core i7 7820X 3.6 GHz 8-Core LGA2066 OEM/Tray,Intel,Intel Core i7,Intel Core i7,Skylake,Skylake-X,LGA 2066,,,,,,,,,,,,,,,,,,,
6,6,6,3,4.4,5,9,None,128,65,FALSE,FALSE,OEM/Tray,14 nm,FALSE,Intel Core i5 9500F 3.0 GHz 6-Core LGA1151 OEM/Tray,Intel,Intel Core i5,Intel Core i5,Coffee Lake Refresh,Coffee Lake Refresh,LGA 1151,,,,,,,,,,,,,,,,,,,
4,4,8,3.5,4.7,5,12,None,192,58,TRUE,TRUE,Boxed,7 nm,TRUE,Intel Core i3 14100F 3.5 GHz 4-Core LGA1700,Intel,Intel Core i3,Intel Core i3,Raptor Lake Refresh,Raptor Lake Refresh,LGA 1700,DDR5,14100F,,,DDR4,,,,,,,,,,,,,,
6,6,12,3.8,4.5,3,32,None,128,95,FALSE,TRUE,Boxed,7 nm,TRUE,AMD Ryzen 5 3600XT 3.8 GHz 6-Core AM4,AMD,AMD Ryzen 5,AMD Ryzen 5,Zen 2,Matisse,AM4,DDR4,AMD Ryzen 5 3600XT,,,,,,,,,,,6422513,,,,,,
4,4,8,3.3,4.3,5,12,None,128,58,FALSE,TRUE,Boxed,10 nm,TRUE,Intel Core i3 12100F 3.3 GHz 4-Core LGA1700,Intel,Intel Core i3,Intel Core i3,Alder Lake,Alder Lake,LGA 1700,DDR5,i3-12100F,,,DDR4,,,,,,,,,BX8071513100F,,,,,
4,4,4,4,4.2,1,6,None,64,112,FALSE,FALSE,OEM/Tray,14 nm,FALSE,Intel Core i5 7640X 4 GHz 4-Core LGA2066 OEM/Tray,Intel,Intel Core i5,Intel Core i5,Kaby Lake,Kaby Lake-X,LGA 2066,,,,,,,,,,,,,,,,,,,
8,8,8,4,4.3,8,8,None,0,125,FALSE,TRUE,Boxed,32 nm,FALSE,AMD FX FX FX-8370 4 GHz 8-Core AM3+,AMD,AMD FX,AMD FX,Piledriver,Vishera,AM3+,,,,,,,,,,,,,,,,,,,
8,8,16,3.5,5.3,4,16,None,128,125,FALSE,FALSE,Boxed,14 nm,TRUE,Intel Core i9 11900KF 3.5 GHz 8-Core LGA1200,Intel,Intel Core i9,Intel Core i9,Rocket Lake,Rocket Lake-S,LGA 1200,,,,,,,,,,,,,,,,,,,
4,4,8,4,4.2,1,8,Intel HD Graphics 530,64,91,FALSE,FALSE,Boxed,14 nm,TRUE,Intel Core i7 6700K 4 GHz 4-Core LGA1151,Intel,Intel Core i7,Intel Core i7,Skylake,Skylake-S,LGA 1151,,4512,,,,,,,,,,,,,,,,,
6,6,12,3.5,3.8,5,15,None,0,140,TRUE,FALSE,OEM/Tray,22 nm,TRUE,Intel Xeon E5 1650 V3 OEM/Tray 3.5 GHz 6-Core LGA2011-3,Intel,Intel Xeon E5,Intel Xeon E5,Haswell,Haswell-EP,LGA 2011-3,,,,,,,,,,,,,,,,,,,
2,0,4,3.8,0,0.5,4,Intel UHD Graphics 630,64,54,TRUE,FALSE,OEM/Tray,14 nm,TRUE,Intel Pentium Gold G5500,Intel,,Intel Pentium Gold Processor Series,Coffee Lake,,LGA 1151,DDR4,,0,0,,0,"2 x 32 KB instruction caches, 2 x 32 KB data caches",350,1100,0,2,2018,,,,,Intel,,
12,12,24,2.7,3.5,3,30,None,0,130,TRUE,FALSE,Boxed,22 nm,TRUE,Intel Xeon E5-2697 V2 2.7 GHz 12-Core LGA2011,Intel,Intel Xeon E5,Intel Xeon E5,Ivy Bridge,Ivy Bridge-EP,LGA 2011,,,,,,,,,,,,,,,,,,,
6,6,6,3,4.4,5,9,None,128,65,FALSE,TRUE,Boxed,14 nm,FALSE,Intel Core i5 9500F 3 GHz 6-Core LGA1151,Intel,Intel Core i5,Intel Core i5,Coffee Lake Refresh,Coffee Lake Refresh,LGA 1151,,,,,,,,,,,,,,,,,,,
4,4,8,3.6,3.9,2,4,AMD Radeon Vega 11,0,65,FALSE,FALSE,OEM/Tray,14 nm,TRUE,AMD Ryzen 5 2400G 3.6 GHz 4-Core AM4 OEM/Tray,AMD,AMD Ryzen 5,AMD Ryzen 5,Zen,Raven Ridge,AM4,DDR4,HBS-NAA-QPD985,,,,,,,,,,,,,,,,,
4,4,8,2.9,3.9,1,8,None,64,45,TRUE,FALSE,OEM/Tray,14 nm,TRUE,Intel Xeon E3 1260L V5 OEM/Tray 2.9 GHz 4-Core LGA1151,Intel,Intel Xeon E3,Intel Xeon E3,Skylake,Skylake-H,LGA 1151,,,,,,,,,,,,,,,,,,,
4,4,8,3.5,3.9,1,8,Intel HD Graphics P530,64,80,TRUE,FALSE,OEM/Tray,14 nm,TRUE,Intel Xeon E3 1245 V5 OEM/Tray 3.5 GHz 4-Core LGA1151,Intel,Intel Xeon E3,Intel Xeon E3,Skylake,Skylake-H,LGA 1151,,,,,,,,,,,,,,,,,,,
6,6,12,2.5,4.4,5,18,None,128,65,FALSE,TRUE,Boxed,10 nm,TRUE,Intel Core i5 12400F 2.5 GHz 6-Core LGA1700,Intel,Intel Core i5,Intel Core i5,Alder Lake,Alder Lake,LGA 1700,DDR5,i5-12400F,,,DDR4,,,,,,,,6492588,,,,,,
6,6,12,2.4,3.2,5,15,None,0,85,TRUE,FALSE,Boxed,22 nm,TRUE,Intel Xeon E5 2620 V3 2.4 GHz 6-Core LGA2011-3,Intel,Intel Xeon E5,Intel Xeon E5,Haswell,Haswell-EP,LGA 2011-3,,,,,,,,,,,,,,,,,,,
4,4,8,3.7,4.4,1,8,Intel UHD Graphics 630,128,65,FALSE,TRUE,Boxed,14 nm,TRUE,Intel Core i3 10300 3.7 GHz 4-Core LGA1200,Intel,Intel Core i3,Intel Core i3,Comet Lake,Comet Lake,LGA 1200,,,,,,,,,,,,,,,,,,,
8,8,16,3.4,3.8,4,16,None,0,95,FALSE,FALSE,Boxed,14 nm,TRUE,AMD Ryzen 7 1700X 3.4 GHz 8-Core AM4,AMD,AMD Ryzen 7,AMD Ryzen 7,Zen,Summit Ridge,AM4,DDR4,116730,,,,,,,,,,,,,,,,,
8,8,16,2.5,3.3,2,20,None,384,95,TRUE,FALSE,Boxed,22 nm,TRUE,Intel Xeon E5 2450V2 2.5 GHz 8-Core LGA1356,Intel,Intel Xeon E5,Intel Xeon E5,Ivy Bridge,Ivy Bridge-EN,LGA 1356,,,,,,,,,,,,,,,,,,,
4,4,4,3.5,3.8,1,0,None,0,65,FALSE,FALSE,OEM/Tray,28 nm,FALSE,AMD Athlon X4 845 3.5 GHz 4-Core FM2+ OEM/Tray,AMD,AMD Athlon X4,AMD Athlon X4,Puma+,Carrizo,FM2+,,,,,,,,,,,,,,,,,,,
6,6,12,3.6,3.8,5,15,None,0,140,FALSE,FALSE,Boxed,14 nm,TRUE,Intel Core i7 6850K 3.6 GHz 6-Core LGA2011-3,Intel,Intel Core i7,Intel Core i7,Broadwell,Broadwell-E,LGA 2011-3,,,,,,,,,,,,,,,,,,,
2,2,2,3.8,4,1,0,AMD Radeon HD 8470D,0,65,FALSE,TRUE,Boxed,32 nm,FALSE,AMD A-Series A4 7300 3.8 GHz 2-Core FM2,AMD,AMD A4,AMD A4,Piledriver,Richland,FM2,,,,,,,,,,,,,,,,,,,
6,6,12,2.8,4.8,3,12,Intel UHD Graphics 750,128,65,FALSE,TRUE,Boxed,14 nm,TRUE,Intel Core i5 11600 2.8 GHz 6-Core LGA1200,Intel,Intel Core i5,Intel Core i5,Rocket Lake,Rocket Lake-S,LGA 1200,,,,,,,,,,,,,,,,,,,
8,8,16,3.8,4,4,16,None,1024,180,TRUE,FALSE,Boxed,14 nm,TRUE,AMD Threadripper 1900X 3.8 GHz 8-Core sTR4,AMD,AMD Threadripper,AMD Threadripper,Zen,Whitehaven,TR4,,116727,,,,,,,,,,,,YD190XA8U8QAE,,,,,
10,10,20,3.3,4.1,10,5,None,128,165,FALSE,FALSE,Boxed,14 nm,TRUE,Intel Core i9 9820X 3.3 GHz 10-Core LGA2066,Intel,Intel Core i9,Intel Core i9,Skylake,Skylake-X,LGA 2066,,,,,,,,,,,,,,,,,,,
8,8,16,3.5,5.3,4,16,Intel UHD Graphics 750,128,125,FALSE,FALSE,Boxed,14 nm,TRUE,Intel Core i9 11900K 3.5 GHz 8-Core LGA1200,Intel,Intel Core i9,Intel Core i9,Rocket Lake,Rocket Lake-S,LGA 1200,,,,,,,,,,,,,6452222,,,,,,
4,4,8,3.5,3.6,1,10,None,0,140,TRUE,FALSE,OEM/Tray,22 nm,TRUE,Intel Xeon E5 1620 V3 OEM/Tray 3.5 GHz 4-Core LGA2011-3,Intel,Intel Xeon E5,Intel Xeon E5,Haswell,Haswell-EP,LGA 2011-3,,,,,,,,,,,,,,,,,,,
4,4,4,3.2,3.9,1,6,Intel HD Graphics 4600,0,65,FALSE,TRUE,Boxed,22 nm,FALSE,Intel Core i5 4690S 3.2 GHz 4-Core LGA1150,Intel,Intel Core i5,Intel Core i5,Haswell Refresh,Haswell Refresh,LGA 1150,,,,,,,,,,,,,,,,,,,
4,4,8,3.6,4.2,1,8,Intel HD Graphics 630,64,65,FALSE,FALSE,OEM/Tray,14 nm,TRUE,Intel Core i7 7700 3.6 GHz 4-Core LGA1151 OEM/Tray,Intel,Intel Core i7,Intel Core i7,Kaby Lake,Kaby Lake-S,LGA 1151,,,,,,,,,,,,,,,,,,,
6,6,12,3.2,4.6,5,12,Intel UHD Graphics 630,128,65,FALSE,FALSE,OEM/Tray,14 nm,TRUE,Intel Core i7 8700 3.2 GHz 6-Core LGA1151 OEM/Tray,Intel,Intel Core i7,Intel Core i7,Coffee Lake,Coffee Lake,LGA 1151,,,,,,,,,,,,,,,,,,,
24,24,48,3.8,4.5,12,128,None,512,280,TRUE,FALSE,Boxed,7 nm,TRUE,AMD Threadripper 3960X 3.8 GHz 24-Core sTRX4,AMD,AMD Threadripper,AMD Threadripper,Zen 2,Castle Peak,sTRX4,,,,,,,,,,,,,6395995,,,,,,
10,0,20,3.5,4.4,1,19.25,None,128,165,FALSE,FALSE,OEM/Tray,14 nm,TRUE,Intel Core i9-9900X,,,Intel Core i9,Skylake-X,,LGA 2066,DDR4,,0,0,,0,64 KB (per core),0,0,0,4,2018,6311303,,,,,,
2,2,2,3.7,4,1,0,AMD Radeon R5 (on-die),0,65,FALSE,FALSE,OEM/Tray,28 nm,FALSE,AMD A6 7470K 3.7 GHz 2-Core FM2+ OEM/Tray,AMD,AMD A6,AMD A6,Steamroller,Godavari,FM2+,,,,,,,,,,,,,,,,,,,
16,16,32,2.8,4.4,16,22,None,128,165,FALSE,FALSE,OEM/Tray,14 nm,TRUE,Intel Core i9 7960X 2.8 GHz 16-Core LGA2066 OEM/Tray,Intel,Intel Core i9,Intel Core i9,Skylake,Skylake-X,LGA 2066,,,,,,,,,,,,,,,,,,,
8,8,16,4.1,5,8,16,None,256,65,FALSE,TRUE,Boxed,4 nm,TRUE,AMD Ryzen 7 8700F 4.1 GHz 8-Core AM5,AMD,AMD Ryzen 7,AMD Ryzen 7,Zen 4,Phoenix 1,AM5,DDR5,AMD Ryzen・・｢ 7 8700F,,,,,,,,,,,,,,,,,
2,2,4,3.2,0,512,4,AMD Radeon Vega 3,0,35,FALSE,TRUE,Boxed,14nm,TRUE,AMD Athlon 200GE,,,Athlon,Zen,,AM4,DDR4,,0,0,,0,96 KB (per core),1,0,0,2,2018,,,,,,,
6,6,12,3.6,4.2,3,32,None,128,65,FALSE,TRUE,Boxed,7 nm,TRUE,AMD Ryzen 5 3600 3.6 GHz 6-Core AM4,AMD,AMD Ryzen 5,AMD Ryzen 5,Zen 2,Matisse,AM4,DDR4,,,,,,,,,,,,,,,,,,
12,,20,3.6,5,12,25,Intel UHD Graphics 770,128,125,FALSE,FALSE,Boxed,10 nm,TRUE,Intel Core i7 12700K 3.6 GHz 12-Core LGA1700,Intel,Intel Core i7,Intel Core i7,Alder Lake,Alder Lake,LGA 1700,DDR5,,2.7,3.8,DDR4,,,,,,,,6483672,,,,,,
8,8,16,2.2,3,2,20,None,0,95,TRUE,FALSE,Boxed,32 nm,TRUE,Intel Xeon E5 2660 2.2 GHz 8-Core LGA2011,Intel,Intel Xeon E5,Intel Xeon E5,Sandy Bridge,Sandy Bridge-EP,LGA 2011,,,,,,,,,,,,,,,,,,,
8,8,8,4.7,5,8,8,None,0,220,FALSE,FALSE,OEM/Tray,32 nm,FALSE,AMD FX FX-9590 4.7 GHz 8-Core AM3+ OEM/Tray,AMD,AMD FX,AMD FX,Piledriver,Vishera,AM3+,,,,,,,,,,,,,,,,,,,
10,10,20,3.3,4.5,10,75,None,128,140,FALSE,FALSE,Boxed,14 nm,TRUE,Intel Core i9 7900X 3.3 GHz 10-Core LGA2066,Intel,Intel Core i9,Intel Core i9,Skylake,Skylake-X,LGA 2066,,i9-7900X,,,,,,,,,,,,,,,,,
4,4,4,3.1,3.8,4,0,None,0,65,FALSE,FALSE,OEM/Tray,28 nm,FALSE,AMD Athlon X4 840 3.1 GHz 4-Core FM2+ OEM/Tray,AMD,AMD Athlon X4,AMD Athlon X4,Steamroller,Kaveri,FM2+,,,,,,,,,,,,,,,,,,,
6,6,12,4.1,4.8,5,12,None,128,125,FALSE,FALSE,Boxed,14 nm,TRUE,Intel Core i5 10600KF 4.1 GHz 6-Core LGA1200,Intel,Intel Core i5,Intel Core i5,Comet Lake,Comet Lake,LGA 1200,,,,,,,,,,,,,,,,,,,
8,8,16,3.7,4.6,4,16,None,128,65,FALSE,TRUE,Boxed,7 nm,TRUE,AMD Ryzen 7 5700 3.7 GHz 8-Core AM4,AMD,AMD Ryzen 7,AMD Ryzen 7,Zen 3,Cezanne,AM4,DDR4,AMD Ryzen・・｢ 5 5700,,,,,,,,,,,6573561,Ryzen 7 5700,,,,100-100000743BOX,
4,4,8,2.2,4.1,5,12,Intel UHD Graphics 730,128,35,FALSE,FALSE,OEM/Tray,10 nm,TRUE,Intel Core i3 12100T 2.2 GHz 4-Core LGA1700 OEM/Tray,Intel,Intel Core i3,Intel Core i3,Alder Lake,Alder Lake,LGA 1700,DDR5,,,,DDR4,,,,,,,,,,,,,,
2,2,2,3.7,3.9,1,0,AMD Radeon HD 8370D,0,65,FALSE,FALSE,OEM/Tray,32 nm,FALSE,AMD A-Series A4 6300B 3.7 GHz 2-Core FM2,AMD,AMD A4,AMD A4,Piledriver,Richland,FM2,,A4-6300B,,,,,,,,,,,,,,,,,
6,6,12,3.1,4.5,5,12,Intel UHD Graphics 630,128,65,FALSE,TRUE,Boxed,14 nm,TRUE,Intel Core i5 10500 3.1 GHz 6-Core LGA1200,Intel,Intel Core i5,Intel Core i5,Comet Lake,Comet Lake,LGA 1200,,4807120,,,,,,,,,,,,,,,,,
2,2,2,3.8,4,1,0,AMD Radeon R5 (on-die),0,65,FALSE,FALSE,OEM/Tray,28 nm,FALSE,AMD A6 AMD A6 A6-9550 3.8 GHz 2-Core AM4 OEM/Tray,AMD,AMD A6,AMD A6,Excavator,Bristol Ridge,AM4,DDR4,,,,,,,,,,,,,,,,,,
16,16,32,4.5,5.7,16,64,AMD Radeon,0,170,TRUE,FALSE,Boxed,5 nm,TRUE,AMD EPYC 4564P 4.5 GHz 16-Core AM5,AMD,AMD EPYC,AMD EPYC,Zen 4,Raphael,AM5,DDR5,100-000000790,,,,,,,,,,,,,,,,,
4,4,4,3.1,3.8,4,0,AMD Radeon R7 (on-die),0,65,FALSE,TRUE,Boxed,28 nm,FALSE,AMD A8 7600 3.1 GHz 4-Core FM2+,AMD,AMD A8,AMD A8,Steamroller,Kaveri,FM2+,,,,,,,,,,,,,,,,,,,
8,8,16,3.6,4,4,16,None,0,95,FALSE,FALSE,OEM/Tray,14 nm,TRUE,AMD Ryzen 7 1800X 3.6 GHz 8-Core AM4 OEM/Tray,AMD,AMD Ryzen 7,AMD Ryzen 7,Zen,Summit Ridge,AM4,DDR4,,,,,,,,,,,,,,,,,,
2,0,4,3.4,,0.25,3,Intel HD Graphics 630,64,35,TRUE,FALSE,,14 nm,TRUE,Intel Core i3-7100T Processor,,,Intel Core i3,Kaby Lake,,LGA 1151,DDR3,,,,DDR4,0,"2 x 32 KB instruction caches, 2 x 32 KB data caches",350,1100,,2,2017,,,,,,,
4,4,4,3.6,3.9,4,0,AMD Radeon R7 (on-die),0,95,FALSE,TRUE,Boxed,28 nm,FALSE,AMD A-Series A8 7670K 3.6 GHz 4-Core FM2+,AMD,AMD A8,AMD A8,Steamroller,Godavari,FM2+,,,,,,,,,,,,,,,,,,,
18,18,36,2.6,4.4,18,24,None,128,165,FALSE,FALSE,OEM/Tray,14 nm,TRUE,Intel Core i9 7980XE 2.6 GHz 18-Core LGA2066 OEM/Tray,Intel,Intel Core i9,Intel Core i9,Skylake,Skylake-X,LGA 2066,,,,,,,,,,,,,,,,,,,
