cores/total,cores/performance,cores/threads,clocks/performance/base,clocks/performance/boost,cache/l2,cache/l3,specifications/integratedGraphics/model,specifications/memory/maxSupport,specifications/tdp,specifications/eccSupport,specifications/includesCooler,specifications/packaging,specifications/lithography,specifications/simultaneousMultithreading,metadata/name,metadata/manufacturer,metadata/series,series,microarchitecture,coreFamily,socket,specifications/memory/types/0,metadata/part_numbers/1,clocks/efficiency/base,clocks/efficiency/boost,specifications/memory/types/1,cores/efficiency,cache/l1,specifications/integratedGraphics/baseClock,specifications/integratedGraphics/boostClock,specifications/integratedGraphics/shaderCount,specifications/memory/channels,metadata/releaseYear,general_product_information/bestbuy_sku,metadata/part_numbers/2,metadata/variant,metadata/last_manually_spec_verified_at,metadata/vendor,metadata/part_numbers/3,metadata/part_numbers/4
4,4,8,3.9,4.7,1,8,Intel UHD Graphics 630,128,65,FALSE,TRUE,Boxed,14 nm,TRUE,Intel Core i3 10325 3.9 GHz 4-Core LGA1200,Intel,Intel Core i3,Intel Core i3,Comet Lake,Comet Lake,LGA 1200,,,,,,,,,,,,,,,,,,,
6,6,12,2.7,4.6,3,12,Intel UHD Graphics 750,128,65,FALSE,TRUE,Boxed,14 nm,TRUE,Intel Core i5 11500 2.7 GHz 6-Core LGA1200,Intel,Intel Core i5,Intel Core i5,Rocket Lake,Rocket Lake-S,LGA 1200,,i5-11500,,,,,,,,,,,,,,,,,
32,0,64,4,5.3,32,128,None,1,350,TRUE,FALSE,Boxed,5 nm,TRUE,AMD Ryzen Threadripper 7970X,,,Ryzen Threadripper,Zen 4,Storm Peak,sTR5,DDR5,100-100001351WOF,0,0,,0,,0,0,0,4,0,,,,,,,
6,6,6,3.7,4.6,5,9,Intel UHD Graphics 630,128,95,FALSE,FALSE,OEM/Tray,14 nm,FALSE,Intel Core i5 9600K 3.7 GHz 6-Core LGA1151 OEM/Tray,Intel,Intel Core i5,Intel Core i5,Coffee Lake Refresh,Coffee Lake Refresh,LGA 1151,,,,,,,,,,,,,,,,,,,
64,64,128,2.9,4.3,32,256,None,1024,280,TRUE,FALSE,Boxed,7 nm,TRUE,AMD Threadripper 3990X 2.9 GHz 64-Core sTRX4,AMD,AMD Threadripper,AMD Threadripper,Zen 2,Castle Peak,sTRX4,,AMD Ryzen Threadripper 3990X,,,,,,,,,,,6404153,,,,,,
16,16,32,4.3,5.7,16,128,AMD Radeon,192,170,TRUE,FALSE,Boxed,4 nm,TRUE,AMD Ryzen 9 9950X3D 4.3 GHz 16-Core AM5,AMD,AMD Ryzen 9,AMD Ryzen 9,Zen 5,Granite Ridge,AM5,DDR5,Ryzen ・・｢ 9 9950X 3D,,,,,,,,,,,6621941,,,,,,
6,6,6,3.1,4.6,5,9,Intel UHD Graphics 630,128,65,FALSE,TRUE,Boxed,14 nm,FALSE,Intel Core i5 9600 3.1 GHz 6-Core LGA1151,Intel,Intel Core i5,Intel Core i5,Coffee Lake Refresh,Coffee Lake Refresh,LGA 1151,,,,,,,,,,,,,,,,,,,
6,6,12,3.6,4.4,3,16,AMD Radeon Vega 7,128,65,FALSE,TRUE,Boxed,7 nm,TRUE,AMD Ryzen 5 5500GT 3.6 GHz 6-Core AM4,AMD,AMD Ryzen 5,AMD Ryzen 5,Zen 3,Cezanne,AM4,DDR4,AMD Ryzen・・｢ 5 5500GT,,,,,,,,,,,6573564,Ryzen 5 5500GT,,,,,
8,8,16,2,2.5,2,20,None,0,95,TRUE,FALSE,Boxed,22 nm,TRUE,Intel Xeon E5 2640 V2 2.0 GHz 8-Core LGA2011,Intel,Intel Xeon E5,Intel Xeon E5,Ivy Bridge,Ivy Bridge-EP,LGA 2011,,,,,,,,,,,,,,,,,,,
6,6,6,3.1,4.6,5,9,Intel UHD Graphics 630,128,65,FALSE,FALSE,OEM/Tray,14 nm,FALSE,Intel Core i5 9600 3.1 GHz 6-Core LGA1151 OEM/Tray,Intel,Intel Core i5,Intel Core i5,Coffee Lake Refresh,Coffee Lake Refresh,LGA 1151,,,,,,,,,,,,,,,,,,,
12,12,24,3.5,4.8,12,25,None,256,165,FALSE,FALSE,Boxed,14 nm,TRUE,Intel Core i9 10920X 3.5 GHz 12-Core LGA2066,Intel,Intel Core i9,Intel Core i9,Cascade Lake,Cascade Lake-X,LGA 2066,,,,,,,,,,,,,6387656,,,,,,
4,4,4,3.5,3.9,4,0,AMD Radeon R7 (on-die),0,65,FALSE,FALSE,OEM/Tray,28 nm,FALSE,AMD A 10 A10-7800 3.5 GHz 4-Core FM2+ OEM/Tray,AMD,AMD A10,AMD A10,Steamroller,Kaveri,FM2+,,,,,,,,,,,,,,,,,,,
4,,4,3.4,3.7,2,8,None,0,65,TRUE,TRUE,Boxed,14nm,FALSE,AMD Ryzen 3 1300X,AMD,,Ryzen 3,Zen,,AM4,DDR4,,,,,,96 KB (per core),0,0,0,2,2017,,,,,,,
6,6,12,3.4,3.9,3,99,None,64,65,FALSE,TRUE,Boxed,12 nm,TRUE,AMD Ryzen 5 2600 3.4 GHz 6-Core AM4,AMD,AMD Ryzen 5,AMD Ryzen 5,Zen+,Pinnacle Ridge,AM4,DDR4,,,,,,,,,,,,,,,,,,
2,2,2,3.5,3.8,1,0,AMD Radeon R5 (on-die),0,65,FALSE,TRUE,Boxed,28 nm,FALSE,AMD A6 A6 9500 3.5 GHz 2-Core AM4,AMD,AMD A6,AMD A6,Excavator,Bristol Ridge,AM4,DDR4,114952,,,,,,,,,,,,B961024,,,,,
24,24,48,3,4.2,12,64,None,1024,250,TRUE,FALSE,OEM/Tray,12 nm,TRUE,AMD Threadripper 2970WX 3 GHz 24-Core sTR4,AMD,AMD Threadripper,AMD Threadripper,Zen+,Colfax,TR4,,,,,,,,,,,,,,,,,,,
32,32,64,4000,5300,,128,None,192,350,FALSE,FALSE,,5 nm,TRUE,AMD Ryzen Threadripper 7970X,,,Ryzen Threadripper,Zen 4,,sTR5,DDR5,100-100001351WOF,,,,0,,0,0,0,4,2023,,,,,,,
4,4,4,4.1,4.3,4,0,AMD Radeon R7 (on-die),0,95,FALSE,TRUE,Boxed,28 nm,FALSE,AMD A-Series A10 7890K 4.1 GHz 4-Core FM2+,AMD,AMD A10,AMD A10,Steamroller,Godavari,FM2+,,e6fengyux2942,,,,,,,,,,,,,,,,,
8,8,16,3.2,4.1,4,16,None,64,65,FALSE,TRUE,Boxed,12 nm,TRUE,AMD Ryzen 7 2700 3.2 GHz 8-Core AM4,AMD,AMD Ryzen 7,AMD Ryzen 7,Zen+,Pinnacle Ridge,AM4,DDR4,115931,,,,,,,,,,,,,,,,,
6,6,12,3.2,3.6,3,16,None,0,65,FALSE,TRUE,Boxed,12 nm,TRUE,AMD Ryzen 5 1600 (12nm) 3.2 GHz 6-Core AM4,AMD,AMD Ryzen 5,AMD Ryzen 5,Zen+,Pinnacle Ridge,AM4,DDR4,,,,,,,,,,,,,,,,,,
4,4,8,3.6,4.3,1,6,None,128,65,FALSE,TRUE,Boxed,14 nm,TRUE,Intel Core i3 10100F 3.6 GHz 4-Core LGA1200,Intel,Intel Core i3,Intel Core i3,Comet Lake,Comet Lake,LGA 1200,,,,,,,,,,,,,,,,,,,
8,8,16,4.2,5,8,96,AMD Radeon,128,120,TRUE,FALSE,OEM/Tray,5 nm,TRUE,AMD Ryzen 7 7800X3D 4.2 GHz 8-Core AM5 OEM/Tray,AMD,AMD Ryzen 7,AMD Ryzen 7,Zen 4,Raphael,AM5,DDR5,,,,,,,,,,,,,,,,,,
8,8,16,3.6,4.5,8,11,None,128,140,FALSE,FALSE,Boxed,14 nm,TRUE,Intel Core i7-7820X 3.6 GHz 8-Core,Intel,Intel Core i7,Intel Core i7,Skylake,Skylake-X,LGA 2066,,,,,,,,,,,,,,,,,,,
16,16,16,2.4,3.3,16,16,None,0,115,FALSE,FALSE,OEM/Tray,32 nm,FALSE,AMD Opteron 6378 2.4 GHz 16-Core G34 OEM/Tray,AMD,AMD Opteron,AMD Opteron,Piledriver,Abu Dhabi,G34,,,,,,,,,,,,,,,,,,,
16,16,32,3.4,4.9,8,64,None,128,105,FALSE,FALSE,Boxed,7 nm,TRUE,AMD Ryzen 9 5950X 3.4 GHz 16-Core AM4,AMD,AMD Ryzen 9,AMD Ryzen 9,Zen 3,Vermeer,AM4,DDR4,AMD Ryzen 9 5950X,,,,,,,,,,,6438941,,,,,,
4,4,8,3.3,3.7,1,8,None,0,80,TRUE,FALSE,OEM/Tray,22 nm,TRUE,Intel Xeon E3 1230 V3 3.3 GHz 4-Core LGA1150,Intel,Intel Xeon E3,Intel Xeon E3,Haswell,Haswell,LGA 1150,,,,,,,,,,,,,,,,,,,
14,0,28,3.3,4.5,14,19,None,128,165,FALSE,FALSE,OEM/Tray,14 nm,TRUE,Intel Core i9-9940X X-series Processor,,,Intel Core i9,Skylake-X,,LGA 2066,DDR4,,,,,0,"14 x 32 KB, 14 x 32 KB",0,0,0,4,2018,,,,,,,
16,16,32,2.3,3.6,4,40,None,0,135,TRUE,FALSE,OEM/Tray,22 nm,TRUE,Intel Xeon E5 2698 V3 2.3 GHz 16-Core LGA2011-3 OEM/Tray,Intel,Intel Xeon E5,Intel Xeon E5,Haswell,Haswell-EP,LGA 2011-3,,E5-2698 V3,,,,,,,,,,,,SR1XE,,,,,
24,,24,2.5,5.6,40,36,Intel Xe Graphics,256,65,TRUE,TRUE,Boxed,3 nm,FALSE,Intel Core Ultra 9 285 2.5 GHz 24-Core LGA1851,Intel,Intel Core Ultra 9,Intel Core Ultra 9,Arrow Lake,Arrow Lake,LGA 1851,DDR5,,1.9,4.6,,,,,,,,,,,,,,,
16,16,32,3.5,4.7,8,64,None,128,105,FALSE,FALSE,OEM/Tray,7 nm,TRUE,AMD Ryzen 9 3950X 3.5 GHz 16-Core AM4 OEM/Tray,AMD,AMD Ryzen 9,AMD Ryzen 9,Zen 2,Matisse,AM4,DDR4,,,,,,,,,,,,,,,,,,
16,16,16,2.4,3.3,16,16,None,0,115,FALSE,FALSE,Boxed,32 nm,FALSE,AMD Opteron 6378 2.4 GHz 16-Core G34,AMD,AMD Opteron,AMD Opteron,Piledriver,Abu Dhabi,G34,,,,,,,,,,,,,,,,,,,
4,4,4,3.1,3.4,2,8,None,0,65,FALSE,FALSE,OEM/Tray,12 nm,FALSE,AMD Ryzen 3 1200 (12nm) 3.1 GHz 4-Core AM4 OEM/Tray,AMD,AMD Ryzen 3,AMD Ryzen 3,Zen+,Pinnacle Ridge,AM4,DDR4,,,,,,,,,,,,,,,,,,
8,8,16,3.6,4,4,16,None,0,95,FALSE,FALSE,Boxed,14 nm,TRUE,AMD Ryzen 7 1800X 3.6 GHz 8-Core AM4,AMD,AMD Ryzen 7,AMD Ryzen 7,Zen,Summit Ridge,AM4,DDR4,,,,,,,,,,,,,,,,,,
10,10,20,3.6,5.2,5,20,Intel UHD Graphics 630,128,125,FALSE,FALSE,Boxed,14 nm,TRUE,Intel Core i9 10850KA Avengers Limited Edition 3.6 GHz 10-Core LGA1200,Intel,Intel Core i9,Intel Core i9,Comet Lake,Comet Lake,LGA 1200,,,,,,,,,,,,,,,,,,,
4,4,4,3.1,3.4,2,8,None,0,65,FALSE,TRUE,Boxed,14 nm,FALSE,AMD Ryzen 3 1200 3.1 GHz 4-Core AM4,AMD,AMD Ryzen 3,AMD Ryzen 3,Zen,Summit Ridge,AM4,DDR4,116742,,,,,,,,,,,,,,,,,
8,0,16,3,3.7,4,16,None,0,65,TRUE,TRUE,Boxed,14 nm,TRUE,AMD Ryzen 7 1700,AMD,,Ryzen 7,Zen,,AM4,DDR4,,0,0,,0,96 KB (per core),0,0,0,2,2017,,,,,AMD,,
4,4,8,4,4.2,1,8,Intel HD Graphics 530,64,91,FALSE,FALSE,OEM/Tray,14 nm,TRUE,Intel Core i7 6700K 4 GHz 4-Core LGA1151 OEM/Tray,Intel,Intel Core i7,Intel Core i7,Skylake,Skylake-S,LGA 1151,,,,,,,,,,,,,,,,,,,
4,4,8,2.5,3.7,1,8,Intel HD Graphics 4000,0,45,FALSE,FALSE,OEM/Tray,22 nm,TRUE,Intel Core i7 3770T 2.5 GHz 4-Core LGA1155,Intel,Intel Core i7,Intel Core i7,Ivy Bridge,Ivy Bridge,LGA 1155,,,,,,,,,,,,,,,,,,,
8,8,8,3.6,4.9,2,12,Intel UHD Graphics 630,128,95,FALSE,FALSE,Boxed,14 nm,FALSE,Intel Core i7 9700K 3.6 GHz 8-Core LGA1151,Intel,Intel Core i7,Intel Core i7,Coffee Lake Refresh,Coffee Lake Refresh,LGA 1151,,,,,,,,,,,,,6302021,,,,,,
4,4,8,3.7,3.8,1,10,None,0,140,TRUE,FALSE,OEM/Tray,22 nm,TRUE,Intel Xeon E5 1630 V3 3.7 GHz 4-Core LGA2011-3 OEM/Tray,Intel,Intel Xeon E5,Intel Xeon E5,Haswell,Haswell-EP,LGA 2011-3,,,,,,,,,,,,,,,,,,,
8,8,8,2,4.3,2,12,Intel HD Graphics 630,128,35,FALSE,FALSE,OEM/Tray,14 nm,FALSE,Intel Core i7 9700T 2 GHz 8-Core LGA1151 OEM/Tray,Intel,Intel Core i7,Intel Core i7,Coffee Lake Refresh,Coffee Lake Refresh,LGA 1151,,,,,,,,,,,,,,,,,,,
8,8,8,3.3,4.3,8,8,None,0,95,FALSE,TRUE,Boxed,32 nm,FALSE,AMD FX-8370E 3.3 GHz 8-Core AM3+,AMD,AMD FX,AMD FX,Piledriver,Vishera,AM3+,,,,,,,,,,,,,,,,,,,
8,8,8,3.2,3.8,8,16,None,0,115,FALSE,FALSE,Boxed,32 nm,FALSE,AMD Opteron 6328 3.2 GHz 8-Core G34,AMD,AMD Opteron,AMD Opteron,Piledriver,Abu Dhabi,G34,,,,,,,,,,,,,,,,,,,
10,10,20,3.5,4.4,10,25,None,128,165,FALSE,FALSE,Boxed,14 nm,TRUE,Intel Core i9 9900X 3.5 GHz 10-Core LGA2066,Intel,Intel Core i9,Intel Core i9,Skylake,Skylake-X,LGA 2066,,,,,,,,,,,,,,,,,,,
4,4,8,3.5,4.5,1,8,None,64,71,TRUE,FALSE,OEM/Tray,14 nm,TRUE,Intel Xeon E 2134 3.5 GHz 4-Core LGA1151 OEM/Tray,Intel,Intel Xeon E,Intel Xeon E,Coffee Lake,Coffee Lake,LGA 1151,,,,,,,,,,,,,,,,,,,
6,6,12,2.2,2.7,5,15,None,384,80,TRUE,FALSE,Boxed,22 nm,TRUE,Intel Xeon E5 2420V2 2.2 GHz 6-Core LGA1356,Intel,Intel Xeon E5,Intel Xeon E5,Ivy Bridge,Ivy Bridge-EN,LGA 1356,,,,,,,,,,,,,,,,,,,
4,4,8,3.5,3.9,1,8,Intel HD Graphics 4600,0,84,FALSE,FALSE,Boxed,22 nm,TRUE,Intel Core i7 4770K 3.5 GHz 4-Core LGA1150,Intel,Intel Core i7,Intel Core i7,Haswell,Haswell,LGA 1150,,,,,,,,,,,,,,,,,,,
14,14,28,2.6,3.6,5,35,None,0,145,TRUE,FALSE,OEM/Tray,22 nm,TRUE,Intel Xeon E5 2697 V3 2.6 GHz 14-Core LGA2011-3 OEM/Tray,Intel,Intel Xeon E5,Intel Xeon E5,Haswell,Haswell-EP,LGA 2011-3,,VV4742,,,,,,,,,,,,,,,,,
4,4,4,4.1,4.3,4,0,AMD Radeon R7 (on-die),0,95,FALSE,FALSE,OEM/Tray,28 nm,FALSE,AMD A10 7890K 4.1 GHz 4-Core FM2+ OEM/Tray,AMD,AMD A10,AMD A10,Steamroller,Godavari,FM2+,,,,,,,,,,,,,,,,,,,
8,8,16,3.6,4.4,4,32,None,128,65,FALSE,FALSE,OEM/Tray,7 nm,TRUE,AMD Ryzen 7 3700X 3.6 GHz 8-Core AM4 OEM/Tray,AMD,AMD Ryzen 7,AMD Ryzen 7,Zen 2,Matisse,AM4,DDR4,,,,,,,,,,,,,,,,,,
8,8,16,3.4,4,2,25,None,0,150,TRUE,FALSE,Boxed,22 nm,TRUE,Intel Xeon E5 2687W V2 3.4 GHz 8-Core LGA2011,Intel,Intel Xeon E5,Intel Xeon E5,Ivy Bridge,Ivy Bridge-EP,LGA 2011,,,,,,,,,,,,,,,,,,,
16,16,32,3.5,4.4,8,32,None,1024,180,TRUE,FALSE,OEM/Tray,12 nm,TRUE,AMD Threadripper 2950X 3.5 GHz 16-Core sTR4 OEM/Tray,AMD,AMD Threadripper,AMD Threadripper,Zen+,Colfax,TR4,,,,,,,,,,,,,,,,,,,
4,4,8,3.4,3.8,1,8,Intel HD Graphics P4600,0,84,TRUE,TRUE,Boxed,22 nm,TRUE,Intel Xeon E3-1245 V3 3.4 GHz 4-Core LGA1150,Intel,Intel Xeon E3,Intel Xeon E3,Haswell,Haswell,LGA 1150,,,,,,,,,,,,,,,,,,,
8,8,16,2.6,3.4,2,20,None,0,95,TRUE,FALSE,Boxed,22 nm,TRUE,Intel Xeon E5 2650 V2 2.6 GHz 8-Core LGA2011,Intel,Intel Xeon E5,Intel Xeon E5,Ivy Bridge,Ivy Bridge-EP,LGA 2011,,,,,,,,,,,,,,,,,,,
6,6,12,3.6,4,5,15,None,1536,140,TRUE,FALSE,OEM/Tray,14 nm,TRUE,Intel Xeon E5 1650 V4 3.6 GHz 6-Core LGA2011-3 OEM/Tray,Intel,Intel Xeon E5,Intel Xeon E5,Broadwell,Broadwell-EP,LGA 2011-3,,,,,,,,,,,,,,,,,,,
6,6,6,2.1,3.5,5,9,Intel UHD Graphics 630,128,35,FALSE,FALSE,OEM/Tray,14 nm,FALSE,Intel Core i5 8500T 2.1 GHz 6-Core LGA1151,Intel,Intel Core i5,Intel Core i5,Coffee Lake,Coffee Lake,LGA 1151,,,,,,,,,,,,,,,,,,,
4,4,8,3.8,4.3,2,16,None,128,65,FALSE,TRUE,Boxed,7 nm,TRUE,AMD Ryzen 3 3300X 3.8 GHz 4-Core,AMD,AMD Ryzen 3,AMD Ryzen 3,Zen 2,Matisse,AM4,DDR4,,,,,,,,,,,,6423070,,,,,,
4,4,8,3.3,3.7,1,6,Intel Iris Pro Graphics 6200,0,65,FALSE,FALSE,OEM/Tray,14 nm,TRUE,Intel Core i7 5775C 3.3 GHz 4-Core LGA1150 OEM/Tray,Intel,Intel Core i7,Intel Core i7,Broadwell,Broadwell,LGA 1150,,,,,,,,,,,,,,,,,,,
4,4,8,3.4,4.5,5,12,Intel UHD Graphics 730,192,60,FALSE,TRUE,Boxed,10 nm,TRUE,Intel Core i3 13100 3.4 GHz 4-Core LGA1700,Intel,Intel Core i3,Intel Core i3,Raptor Lake,Raptor Lake,LGA 1700,DDR5,,,,DDR4,,,,,,,,6530252,,,,,,
64,0,128,0,5.1,1,256,None,1000,350,TRUE,FALSE,,5 nm,TRUE,Ryzen Threadripper 7980X,AMD,Ryzen Threadripper,Ryzen Threadripper,Zen 4,Storm Peak,sTR5,DDR5,100-100001350WOF,,,,0,64 KB (per core),,,,4,2023,,,,2025-07-28T23:24:06.287Z,,,
8,8,8,3.2,3.8,8,16,None,0,115,FALSE,FALSE,OEM/Tray,32 nm,FALSE,AMD Opteron Opteron 6328 3.2 GHz 8-Core G34 OEM/Tray,AMD,AMD Opteron,AMD Opteron,Piledriver,Abu Dhabi,G34,,,,,,,,,,,,,,,,,,,
4,4,4,2.4,3,1,6,Intel HD Graphics 630,64,35,FALSE,FALSE,OEM/Tray,14 nm,FALSE,Intel Core i5 7400T 2.4 GHz 4-Core LGA1151 OEM/Tray,Intel,Intel Core i5,Intel Core i5,Kaby Lake,Kaby Lake-S,LGA 1151,,,,,,,,,,,,,,,,,,,
6,0,12,3.1,4.5,256,12,Intel UHD Graphics 630,128,65,FALSE,TRUE,OEM/Tray,14 nm,TRUE,Intel Core i5-10500 Processor,,,Core i5,Comet Lake,,LGA 1200,DDR4,,0,0,,0,64 KB (per core),350,1150,0,2,2020,,,,,,,
4,4,8,3.6,3.9,2,4,AMD Radeon Vega 11,0,65,FALSE,TRUE,Boxed,14 nm,TRUE,AMD Ryzen 5 2400G 3.6 GHz Quad-Core,AMD,AMD Ryzen 5,AMD Ryzen 5,Zen,Raven Ridge,AM4,DDR4,116738,,,,,,,,,,,,,,,,,
24,,24,3.7,5.7,40,36,Intel Xe Graphics,256,125,TRUE,FALSE,Boxed,3 nm,FALSE,Intel Core Ultra 9 285K 3.7 GHz 24-Core LGA1851,Intel,Intel Core Ultra 9,Intel Core Ultra 9,Arrow Lake,Arrow Lake,LGA 1851,DDR5,Intelﾂｮ Core・・｢ Ultra 9,3.2,4.6,,,,,,,,,6602200,,,,,,
8,8,16,2.4,3.1,2,20,None,0,115,TRUE,FALSE,Boxed,32 nm,TRUE,Intel Xeon E5 2665 2.4 GHz 8-Core LGA2011,Intel,Intel Xeon E5,Intel Xeon E5,Sandy Bridge,Sandy Bridge-EP,LGA 2011,,,,,,,,,,,,,,,,,,,
8,,16,4.7,5.6,8,96,AMD Radeon,192,120,TRUE,FALSE,Boxed,"TSMC 4nm FinFET, TSMC 6nm FinFET",TRUE,AMD Ryzen 7 9850X3D 4.7 GHz 8-Core AM5,AMD,AMD Ryzen 7,AMD Ryzen 7,Zen 5,Granite Ridge,AM5,DDR5,,,,,,80 KB (per core),2200,200,128,2,2026,6669037,,,2026-01-29T13:30:19.653Z,,,
4,4,4,3.3,4.3,1,8,None,64,71,TRUE,FALSE,Boxed,14 nm,FALSE,Intel Xeon E 2124 3.3 GHz 4-Core LGA1151,Intel,Intel Xeon E,Intel Xeon E,Coffee Lake,Coffee Lake,LGA 1151,,,,,,,,,,,,,,,,,,,
8,8,16,3.6,5,4,16,None,128,125,FALSE,FALSE,Boxed,14 nm,TRUE,Intel Core i7 11700KF 3.6 GHz 8-Core LGA1200,Intel,Intel Core i7,Intel Core i7,Rocket Lake,Rocket Lake-S,LGA 1200,,,,,,,,,,,,,,,,,,,
6,6,12,4.1,4.8,5,12,Intel UHD Graphics 630,128,125,FALSE,FALSE,Boxed,14 nm,TRUE,Intel Core i5 10600K 4.1 GHz 6-Core LGA1200,Intel,Intel Core i5,Intel Core i5,Comet Lake,Comet Lake,LGA 1200,,PK8071305129200,,,,,,,,,,,6411493,,,,,,
6,6,6,2.3,3.9,5,9,Intel UHD Graphics 630,128,35,FALSE,FALSE,OEM/Tray,14 nm,FALSE,Intel Core i5 9600T 2.3 GHz 6-Core LGA1151,Intel,Intel Core i5,Intel Core i5,Coffee Lake Refresh,Coffee Lake Refresh,LGA 1151,,,,,,,,,,,,,,,,,,,
4,4,8,3.4,4.5,5,12,None,192,58,FALSE,TRUE,Boxed,10 nm,TRUE,Intel Core i3 13100F 3.4 GHz 4-Core LGA1700,Intel,Intel Core i3,Intel Core i3,Raptor Lake,Raptor Lake,LGA 1700,DDR5,,,,DDR4,,,,,,,,6530253,,,,,,
32,,64,4,5.4,32,128,,,350,TRUE,FALSE,Boxed,"TSMC 4nm FinFET, TSMC 6nm FinFET",TRUE,AMD Ryzen Threadripper PRO 9975WX,AMD,AMD Ryzen Threadripper PRO 9000 WX-Series,AMD Ryzen Threadripper PRO 9000 WX-Series,Zen 5,Shimada Peak,sTR5,DDR5,100-100000723WOF,,,,,2560 KB,,,,8,,,,PRO 9975WX,,,,
4,4,4,3,3.5,1,6,Intel HD Graphics 630,64,65,FALSE,TRUE,Boxed,14 nm,FALSE,Intel Core i5 7400 3 GHz 4-Core LGA1151,Intel,Intel Core i5,Intel Core i5,Kaby Lake,Kaby Lake-S,LGA 1151,,,,,,,,,,,,,,,,,,,
4,4,8,3.3,3.7,1,6,Intel Iris Pro Graphics 6200,0,65,FALSE,TRUE,Boxed,14 nm,TRUE,Intel Core i7 5775C 3.3 GHz 4-Core LGA1150,Intel,Intel Core i7,Intel Core i7,Broadwell,Broadwell,LGA 1150,,BX80658i75775C,,,,,,,,,,,,,,,,,
14,,20,2.6,5,5,24,Intel UHD Graphics 770,192,65,TRUE,TRUE,Boxed,7 nm,TRUE,Intel Core i5 14500 2.6 GHz 14-Core LGA1700,Intel,Intel Core i5,Intel Core i5,Raptor Lake Refresh,Raptor Lake Refresh,LGA 1700,DDR5,14500,1.9,3.7,DDR4,,,,,,,,,,,,,,
4,4,4,3.2,3.6,2,0,None,0,65,FALSE,TRUE,Boxed,28 nm,FALSE,AMD Athlon X4 940 3.2 GHz 4-Core AM4,AMD,AMD Athlon X4,AMD Athlon X4,Excavator,Bristol Ridge,AM4,DDR4,,,,,,,,,,,,,,,,,,
6,6,12,3.9,4.9,3,12,None,128,125,FALSE,FALSE,Boxed,14 nm,TRUE,Intel Core i5 11600KF 3.9 GHz 6-Core LGA1200,Intel,Intel Core i5,Intel Core i5,Rocket Lake,Rocket Lake-S,LGA 1200,,,,,,,,,,,,,,,,,,,
4,4,8,3.5,3.9,1,8,None,64,80,TRUE,FALSE,OEM/Tray,14 nm,TRUE,Intel Xeon E3 1240 V5 3.5 GHz 4-Core LGA1151,Intel,Intel Xeon E3,Intel Xeon E3,Skylake,Skylake-H,LGA 1151,,,,,,,,,,,,,,,,,,,
8,8,8,2.8,3.3,8,16,None,0,115,FALSE,FALSE,OEM/Tray,32 nm,FALSE,AMD Opteron 6320 2.8 GHz 8-Core G34 OEM/Tray,AMD,AMD Opteron,AMD Opteron,Piledriver,Abu Dhabi,G34,,,,,,,,,,,,,,,,,,,
8,8,16,3.4,4.6,4,32,None,128,65,FALSE,FALSE,Boxed,7 nm,TRUE,AMD Ryzen 7 5700X 3.4 GHz 8-Core AM4,AMD,AMD Ryzen 7,AMD Ryzen 7,Zen 3,Vermeer,AM4,DDR4,AMD Ryzen 7 5700X,,,,,,,,,,,6510770,,,,,,
8,8,16,3.8,5.3,8,32,AMD Radeon,128,65,TRUE,FALSE,OEM/Tray,5 nm,TRUE,AMD Ryzen 7 PRO 7745 3.8 GHz 8-Core AM5,AMD,AMD Ryzen 7 PRO,AMD Ryzen 7 PRO,Zen 4,Raphael,AM5,DDR5,,,,,,,,,,,,,,,,,,
32,32,64,3.7,4.5,16,128,None,512,280,TRUE,FALSE,Boxed,7 nm,TRUE,AMD Threadripper 3970X 3.7 GHz 32-Core sTRX4,AMD,AMD Threadripper,AMD Threadripper,Zen 2,Castle Peak,sTRX4,,AMD Ryzen Threadripper 3970X,,,,,,,,,,,6395993,,,,,,
4,4,4,4,4.3,4,0,AMD Radeon HD 8670D,0,100,FALSE,FALSE,OEM/Tray,32 nm,FALSE,AMD A10 6790K 4 GHz 4-Core FM2 OEM/Tray,AMD,AMD A10,AMD A10,Piledriver,Richland,FM2,,,,,,,,,,,,,,,,,,,
4,4,4,3.3,3.7,1,8,Intel HD Graphics P4600,0,84,TRUE,TRUE,Boxed,22 nm,FALSE,Intel Xeon E3 1226 V3 3.3 GHz 4-Core LGA1150,Intel,Intel Xeon E3,Intel Xeon E3,Haswell Refresh,Haswell Refresh,LGA 1150,,,,,,,,,,,,,,,,,,,
6,6,12,3.3,4.8,,12,Intel UHD Graphics 630,128,65,FALSE,FALSE,,14 nm,TRUE,Intel Core i5-10600 Processor,,,Intel Core i5,Comet Lake,Comet Lake,LGA 1200,DDR4,,,,,,,350,1200,,2,2020,,,,,,,
4,4,8,3.8,4.2,1,8,None,64,72,TRUE,FALSE,OEM/Tray,14 nm,TRUE,Intel Xeon E3 1270 V6 3.8 GHz 4-Core LGA1151 OEM/Tray,Intel,Intel Xeon E3,Intel Xeon E3,Kaby Lake,Kaby Lake-S,LGA 1151,,,,,,,,,,,,,,,,,,,
4,4,4,3.2,3.4,1,6,Intel HD Graphics 4600,0,84,FALSE,TRUE,Boxed,22 nm,FALSE,Intel Core i5 4460 3.2 GHz 4-Core LGA1150,Intel,Intel Core i5,Intel Core i5,Haswell Refresh,Haswell Refresh,LGA 1150,,,,,,,,,,,,,,,,,,,
